page,model,ok,error,cer_finereader,agreement,h1,h2,h3,authors,positions,tables,html_tables,rotated_found,rotated_total,schemas,pictures,footnotes,unreadable,lists,repetition,page_number,page_number_expected,is_toc,truncated,cost_usd,latency_s,prompt_tokens,completion_tokens,chars
IMG_0117_1L.jpg,deepseek-v41-flash-s2,True,,0.0027609055770292656,0.0013520159163708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,24,False,False,0.001148454,8.0,2961,1362,5439
IMG_0117_2R.jpg,deepseek-v41-flash-s2,True,,0.0006299212598425197,0.005318017443097213,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,25,25,False,False,0.000882054,5.9,2961,918,3196
IMG_0118_1L.jpg,deepseek-v41-flash-s2,True,,0.06535231836436656,0.000726480203414457,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0,26,26,False,False,0.000812454,6.43,2961,802,2764
IMG_0118_2R.jpg,deepseek-v41-flash-s2,True,,0.006530612244897959,0.00117363604095627,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,27,27,False,False,0.000945654,8.01,2961,1024,3692
IMG_0119_1L.jpg,deepseek-v41-flash-s2,True,,0.0008455467869222097,0.00037601052829479227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28,28,False,False,0.000872454,6.61,2961,902,3551
IMG_0119_2R.jpg,deepseek-v41-flash-s2,True,,0.0043949604453559915,0.003838279222540227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,29,29,False,False,0.000865254,6.59,2961,890,3422
IMG_0120_1L.jpg,deepseek-v41-flash-s2,True,,0.0005058168942842691,0.0010085728693898135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,30,False,False,0.000630054,4.74,2961,498,1987
IMG_0120_2R.jpg,deepseek-v41-flash-s2,True,,0.0052173913043478265,0.0038207711010767626,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,31,31,False,False,0.000870054,6.09,2961,898,2909
IMG_0121_1L.jpg,deepseek-v41-flash-s2,True,,0.3113685734974656,0.09814069013883396,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,32,32,False,False,0.000870054,5.73,2961,898,2225
IMG_0121_2R.jpg,deepseek-v41-flash-s2,True,,0.12564766839378239,0.024335320431136925,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,33,33,False,False,0.000799854,5.05,2961,781,1649
IMG_0122_1L.jpg,deepseek-v41-flash-s2,True,,0.48169014084507045,0.48370221327967805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,34,34,False,False,0.000823854,6.0,2961,821,2507
IMG_0122_2R.jpg,deepseek-v41-flash-s2,True,,0.2718878248974008,0.03292859791704592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,35,35,False,False,0.001135854,7.36,2961,1341,3022
IMG_0123_1L.jpg,deepseek-v41-flash-s2,True,,0.2828353022932592,0.30716647965955374,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,36,36,False,False,0.000747054,5.82,2961,693,1759
IMG_0123_2R.jpg,deepseek-v41-flash-s2,True,,0.002271694684234439,0.00030358227079538557,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0,37,37,False,False,0.000714054,5.12,2961,638,2223
IMG_0124_1L.jpg,deepseek-v41-flash-s2,True,,0.0046537092800438,0.0008228447753567099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,38,False,False,0.000999654,7.49,2961,1114,3652
IMG_0124_2R.jpg,deepseek-v41-flash-s2,True,,0.0022358859698155395,0.0014867769185317934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,39,39,False,False,0.000951054,6.58,2961,1033,3585
IMG_0125_1L.jpg,deepseek-v41-flash-s2,True,,0.00463768115942029,9.667440061871616e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,40,False,False,0.000873654,6.02,2961,904,3454
IMG_0125_2R.jpg,deepseek-v41-flash-s2,True,,0.0025034770514603616,0.00027862914460852607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,41,False,False,0.000909654,6.59,2961,964,3593
IMG_0126_1L.jpg,deepseek-v41-flash-s2,True,,0.010160880609652836,0.013103565401712092,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,42,42,False,False,0.000807654,5.53,2961,794,2381
IMG_0126_2R.jpg,deepseek-v41-flash-s2,True,,0.002796420581655481,9.31619154089808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,43,43,False,False,0.000958854,7.21,2961,1046,3587
IMG_0127_1L.jpg,deepseek-v41-flash-s2,True,,0.001562011871290222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,44,44,False,False,0.000900654,6.35,2961,949,3211
IMG_0127_2R.jpg,deepseek-v41-flash-s2,True,,0.002542372881355932,0.0019852524106636414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,45,False,False,0.001015254,8.81,2961,1140,3543
IMG_0128_1L.jpg,deepseek-v41-flash-s2,True,,0.0032248607446496626,0.0008794506643646465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,46,46,False,False,0.000996654,7.26,2961,1109,3421
IMG_0128_2R.jpg,deepseek-v41-flash-s2,True,,0.0024161884627000906,0.0006031363088057901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,47,47,False,False,0.000932454,6.34,2961,1002,3322
IMG_0129_1L.jpg,deepseek-v41-flash-s2,True,,0.0016874789065136687,0.0004502983226387482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,48,False,False,0.000888654,6.1,2961,929,2969
IMG_0129_2R.jpg,deepseek-v41-flash-s2,True,,0.01700921332388377,0.0005993048064245475,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,49,49,False,False,0.000867654,6.04,2961,894,2796
IMG_0130_1L.jpg,deepseek-v41-flash-s2,True,,0.0027339003645200487,0.0011138736359110498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,50,50,False,False,0.000898254,6.53,2961,945,3304
IMG_0130_2R.jpg,deepseek-v41-flash-s2,True,,0.00170261066969353,0.0009470774753642988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,51,False,False,0.000941454,7.03,2961,1017,3524
IMG_0131_1L.jpg,deepseek-v41-flash-s2,True,,0.002508361204013378,0.0013935340022296547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011235955056179803,52,52,False,False,0.000952254,6.95,2961,1035,3596
IMG_0131_2R.jpg,deepseek-v41-flash-s2,True,,0.03492178974172426,0.0031664845703831736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,53,False,False,0.000838254,5.79,2961,845,2797
IMG_0132_1L.jpg,deepseek-v41-flash-s2,True,,0.0024849130280440185,0.0014265335235378032,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0.0,54,54,False,False,0.000848454,5.92,2961,862,2844
IMG_0132_2R.jpg,deepseek-v41-flash-s2,True,,0.001669449081803005,0.00046381329594329086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,55,False,False,0.001031454,7.62,2961,1167,3601
IMG_0133_1L.jpg,deepseek-v41-flash-s2,True,,0.003096846846846847,0.0005644137264908582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,56,False,False,0.001011054,8.46,2961,1133,3555
IMG_0133_2R.jpg,deepseek-v41-flash-s2,True,,0.003506878877798759,0.0011712929474486653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,57,False,False,0.001017054,7.44,2961,1143,3705
IMG_0134_1L.jpg,deepseek-v41-flash-s2,True,,0.03020020359687818,0.014378381753020064,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,58,58,False,False,0.001182054,7.1,2961,1418,3737
IMG_0134_2R.jpg,deepseek-v41-flash-s2,True,,0.0029129041654529565,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,59,False,False,0.000961254,6.8,2961,1050,3433
IMG_0135_1L.jpg,deepseek-v41-flash-s2,True,,0.0016830294530154279,0.0005614035198306634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,60,False,False,0.001002654,7.13,2961,1119,3570
IMG_0135_2R.jpg,deepseek-v41-flash-s2,True,,0.006251860672819291,0.004665475481437364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,61,False,False,0.000935454,7.08,2961,1007,3351
IMG_0136_1L.jpg,deepseek-v41-flash-s2,True,,0.002789400278940028,0.0003717126949989047,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,62,62,False,False,0.001000854,7.77,2961,1116,3607
IMG_0136_2R.jpg,deepseek-v41-flash-s2,True,,0.02389631429728635,0.023104985812728008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,63,63,False,False,0.000763854,5.62,2961,721,2421
IMG_0137_1L.jpg,deepseek-v41-flash-s2,True,,0.0032912781130005485,0.0010109624678224397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111111111072,64,64,False,False,0.000921054,6.88,2961,983,3640
IMG_0137_2R.jpg,deepseek-v41-flash-s2,True,,0.013258110014104372,0.0004761362098948168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65,65,False,False,0.000901854,6.56,2961,951,3506
IMG_0138_1L.jpg,deepseek-v41-flash-s2,True,,0.004671441918405481,0.0067380997031524885,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,66,66,False,False,0.000953454,6.88,2961,1037,3229
IMG_0138_2R.jpg,deepseek-v41-flash-s2,True,,0.006353591160220995,0.004304099652002923,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,67,67,False,False,0.001053654,7.69,2961,1204,3627
IMG_0139_1L.jpg,deepseek-v41-flash-s2,True,,0.0033930254476908575,0.0008193105727479728,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,68,68,False,False,0.001308054,9.16,2961,1628,5308
IMG_0139_2R.jpg,deepseek-v41-flash-s2,True,,0.008979113800507515,0.0013696472710240193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69,69,False,False,0.001316454,9.46,2961,1642,5135
IMG_0140_1L.jpg,deepseek-v41-flash-s2,True,,0.005250328145509095,0.0028995390038268408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,70,70,False,False,0.001321854,9.74,2961,1651,5332
IMG_0140_2R.jpg,deepseek-v41-flash-s2,True,,0.005521048999309869,0.0037376413340126226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,71,False,False,0.001108254,7.56,2961,1295,4345
IMG_0141_1L.jpg,deepseek-v41-flash-s2,True,,0.006639004149377593,0.0029171623079994897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,72,72,False,False,0.001345254,9.54,2961,1690,4813
IMG_0141_2R.jpg,deepseek-v41-flash-s2,True,,0.01360381861575179,0.0021763199835968575,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,73,73,False,False,0.001099254,7.85,2961,1280,4157
IMG_0142_1L.jpg,deepseek-v41-flash-s2,True,,0.001466544454628781,0.0006728165973976879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,74,74,False,False,0.001345854,9.19,2961,1691,5460
IMG_0142_2R.jpg,deepseek-v41-flash-s2,True,,0.002044989775051125,0.0008328171563465682,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,,75,False,False,0.001123254,8.02,2961,1320,4417
IMG_0143_1L.jpg,deepseek-v41-flash-s2,True,,0.004818503051718599,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,0.0,76,76,False,False,0.000871254,6.63,2961,900,3146
IMG_0143_2R.jpg,deepseek-v41-flash-s2,True,,0.03807615230460922,0.0047465882900169344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,77,77,False,False,0.001105854,7.71,2961,1291,4085
IMG_0144_1L.jpg,deepseek-v41-flash-s2,True,,0.32223508975101334,0.031552889303448795,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,78,78,False,False,0.000996654,6.52,2961,1109,3069
IMG_0144_2R.jpg,deepseek-v41-flash-s2,True,,0.08551532033426183,0.005258703007199216,2,0,0,0,0,1,1,7,8,0,0,0,0,0,0.0,79,79,False,False,0.001105854,7.55,2961,1291,4215
IMG_0145_1L.jpg,deepseek-v41-flash-s2,True,,0.13525258011950028,0.050474322425541944,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0.0,11,80,False,False,0.000973254,6.85,2961,1070,3846
IMG_0145_2R.jpg,deepseek-v41-flash-s2,True,,0.015892053973013492,0.003247681953391448,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,81,81,False,False,0.000915654,6.66,2961,974,3302
IMG_0146_1L.jpg,deepseek-v41-flash-s2,True,,0.0012254901960784314,0.0004086169174016701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,82,82,False,False,0.001041654,7.17,2961,1184,4085
IMG_0146_2R.jpg,deepseek-v41-flash-s2,True,,0.0031587259805211897,0.0008803674286676347,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,83,83,False,False,0.001051254,7.44,2961,1200,3813
IMG_0147_1L.jpg,deepseek-v41-flash-s2,True,,0.006985769728331177,0.0017297162791594836,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,84,84,False,False,0.000963054,7.09,2961,1053,3875
IMG_0147_2R.jpg,deepseek-v41-flash-s2,True,,0.0030575195872348557,0.0015983245855418395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,85,85,False,False,0.001149054,7.8,2961,1363,5235
IMG_0148_1L.jpg,deepseek-v41-flash-s2,True,,0.0034931108092373375,0.00025932770031494656,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,86,86,False,False,0.001125654,7.81,2961,1324,5159
IMG_0148_2R.jpg,deepseek-v41-flash-s2,True,,0.002983887010145216,0.000996996456859393,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,87,87,False,False,0.001120854,8.38,2961,1316,5038
IMG_0149_1L.jpg,deepseek-v41-flash-s2,True,,0.002891844997108155,0.00038624954599457206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,88,88,False,False,0.001183254,8.49,2961,1420,5197
IMG_0149_2R.jpg,deepseek-v41-flash-s2,True,,0.0035849056603773585,0.000568397283136271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89,89,False,False,0.001149654,8.06,2961,1364,5299
IMG_0150_1L.jpg,deepseek-v41-flash-s2,True,,0.0037980339588918675,0.0003732736095558044,0,2,0,1,1,0,0,0,0,0,0,0,0,7,0.0,,90,False,False,0.001035654,8.37,2961,1174,4496
IMG_0150_2R.jpg,deepseek-v41-flash-s2,True,,0.000959462700887503,0.0008799872102406555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,91,91,False,False,0.001006854,7.0,2961,1126,4187
IMG_0151_1L.jpg,deepseek-v41-flash-s2,True,,0.002485707183693761,0.002814955283597214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92,92,False,False,0.001071654,8.48,2961,1234,4034
IMG_0151_2R.jpg,deepseek-v41-flash-s2,True,,0.1474330846862659,0.02378046672038071,1,0,9,0,0,0,0,0,0,0,0,0,0,20,0.0,93,93,True,False,0.001017654,6.26,2961,1144,2239
IMG_0152_1L.jpg,deepseek-v41-flash-s2,True,,0.001834862385321101,0.0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.0,,94,False,False,0.000672654,4.92,2961,569,1660
IMG_0152_2R.jpg,deepseek-v41-flash-s2,True,,0.01028368794326241,0.001417853663585182,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0.0,,95,False,False,0.001078254,7.68,2961,1245,2884
IMG_0153_1L.jpg,deepseek-v41-flash-s2,True,,0.009038619556285949,0.003970716087869738,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,,96,False,False,0.000946854,6.22,2961,1026,2475
IMG_0104_2R.jpg,gemini-31-flash-lite,True,,0.4666666666666667,1.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,False,False,0.00082575,3.05,2259,174,44
IMG_0105_2R.jpg,gemini-31-flash-lite,True,,0.03608247422680412,0.02219360165118679,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,,1,False,False,0.00163075,4.74,2293,705,1889
IMG_0106_1L.jpg,gemini-31-flash-lite,True,,0.0005908419497784342,9.841551028442082e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,False,False,0.00198025,5.51,2293,938,3397
IMG_0106_2R.jpg,gemini-31-flash-lite,True,,0.00431530494821634,0.0023050326971578144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,False,False,0.00206575,5.7,2293,995,3481
IMG_0107_1L.jpg,gemini-31-flash-lite,True,,0.002290950744558992,0.00019096724911677647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,False,False,0.00206725,5.43,2293,996,3498
IMG_0107_2R.jpg,gemini-31-flash-lite,True,,0.0008450704225352113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,False,False,0.00188725,4.73,2293,876,3557
IMG_0108_1L.jpg,gemini-31-flash-lite,True,,0.004250151791135397,0.00273242576885418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,6,False,False,0.00201025,5.4,2293,958,3298
IMG_0108_2R.jpg,gemini-31-flash-lite,True,,0.0015606710885680843,0.0018187567880048915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,7,False,False,0.00171325,4.95,2293,760,2577
IMG_0109_1L.jpg,gemini-31-flash-lite,True,,0.002619760479041916,0.0006235191420376606,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,8,8,False,False,0.00178375,4.75,2293,807,2688
IMG_0109_2R.jpg,gemini-31-flash-lite,True,,0.004250495891187305,0.003120567375886525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,9,False,False,0.00190375,4.97,2293,887,3530
IMG_0110_1L.jpg,gemini-31-flash-lite,True,,0.0005780346820809249,0.0004819184466279081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,10,False,False,0.00197425,6.15,2293,934,3466
IMG_0110_2R.jpg,gemini-31-flash-lite,True,,0.004132231404958678,0.004530089077400173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,11,False,False,0.00207625,5.09,2293,1002,3402
IMG_0111_1L.jpg,gemini-31-flash-lite,True,,0.002288329519450801,0.0014297969688304261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,12,False,False,0.00204175,5.58,2293,979,3505
IMG_0111_2R.jpg,gemini-31-flash-lite,True,,0.0014645577035735209,0.001853021596424042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,13,False,False,0.00176275,4.99,2293,793,3423
IMG_0112_1L.jpg,gemini-31-flash-lite,True,,0.00029291154071470416,0.0015574074676595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,14,False,False,0.00191125,5.15,2293,892,3421
IMG_0112_2R.jpg,gemini-31-flash-lite,True,,0.013380909901873328,0.014425435055133828,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,15,15,False,False,0.00237475,5.4,2293,1201,2900
IMG_0113_1L.jpg,gemini-31-flash-lite,True,,0.0014351320321469576,0.0008606126986386684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,16,False,False,0.00205825,5.33,2293,990,3491
IMG_0113_2R.jpg,gemini-31-flash-lite,True,,0.013607331296861983,0.0013120724261449328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,17,False,False,0.00216925,5.36,2293,1064,3558
IMG_0114_1L.jpg,gemini-31-flash-lite,True,,0.07226037623171096,0.0007251524442959857,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0.0,18,18,False,False,0.00244675,5.62,2293,1249,3622
IMG_0114_2R.jpg,gemini-31-flash-lite,True,,0.10801630434782608,0.0014038373086273735,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0.0,19,19,False,False,0.00274825,6.0,2293,1450,3666
IMG_0115_1L.jpg,gemini-31-flash-lite,True,,0.0015873015873015873,0.00026476039184537993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,20,False,False,0.00172225,4.84,2293,766,2523
IMG_0115_2R.jpg,gemini-31-flash-lite,True,,0.023990772779700114,0.008300216965934222,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,21,21,False,False,0.00229975,5.99,2293,1151,4329
IMG_0116_1L.jpg,gemini-31-flash-lite,True,,0.01340282948622487,0.010927574120174177,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,22,False,False,0.00264925,5.75,2293,1384,5349
IMG_0116_2R.jpg,gemini-31-flash-lite,True,,0.01729106628242075,0.01663944950839531,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,23,False,False,0.00243025,6.23,2293,1238,4891
IMG_0117_1L.jpg,gemini-31-flash-lite,True,,0.004785569666850727,0.002703285000515355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,24,False,False,0.00254425,6.34,2293,1314,5436
IMG_0117_2R.jpg,gemini-31-flash-lite,True,,0.016377952755905513,0.015743073047858942,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,25,25,False,False,0.00197875,5.31,2293,937,3147
IMG_0118_1L.jpg,gemini-31-flash-lite,True,,0.06535231836436656,0.0002423361201987156,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0,26,26,False,False,0.00165325,4.41,2293,720,2766
IMG_0118_2R.jpg,gemini-31-flash-lite,True,,0.00816326530612245,0.001898464726685585,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,27,27,False,False,0.00219775,5.99,2293,1083,3706
IMG_0119_1L.jpg,gemini-31-flash-lite,True,,0.0016910935738444193,0.0007521801583646034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28,28,False,False,0.00197575,5.11,2293,935,3552
IMG_0119_2R.jpg,gemini-31-flash-lite,True,,0.005566949897450923,0.00462368136229054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,29,29,False,False,0.00178825,4.85,2293,810,3421
