issue,page_number,scan_rel_path,docx_tables,old_findings,new_findings,category
1966_05,13,1966/05/0080_1L.jpg,1,1,1,согласие
1966_05,15,1966/05/0090_1L.jpg,2,2,2,согласие
1966_05,20,1966/05/0110_2R.jpg,1,1,1,согласие
1966_05,26,1966/05/0140_2R.jpg,1,1,1,согласие
1966_05,27,1966/05/0150_1L.jpg,2,2,2,согласие
1966_05,28,1966/05/0150_2R.jpg,2,2,2,согласие
1966_05,29,1966/05/0160_1L.jpg,2,1,1,согласие
1966_05,30,1966/05/0160_2R.jpg,0,1,0,убранный шум
1966_05,53,1966/05/0280_1L.jpg,2,1,1,согласие
1966_05,68,1966/05/0350_2R.jpg,0,1,1,пропуск FineReader
1966_05,97,1966/05/0500_1L.jpg,0,1,0,убранный шум
1966_06,23,1966/06/IMG_0115_1L.jpg,0,1,0,убранный шум
1966_06,25,1966/06/IMG_0116_1L.jpg,0,1,1,пропуск FineReader
1966_06,46,1966/06/IMG_0126_2R.jpg,1,1,1,согласие
1966_06,53,1966/06/IMG_0130_1L.jpg,0,2,2,пропуск FineReader
1966_06,54,1966/06/IMG_0130_2R.jpg,1,1,1,согласие
1966_06,55,1966/06/IMG_0131_1L.jpg,0,1,1,пропуск FineReader
1966_06,56,1966/06/IMG_0131_2R.jpg,1,1,1,согласие
1966_06,62,1966/06/IMG_0134_2R.jpg,0,1,1,пропуск FineReader
1966_06,63,1966/06/IMG_0135_1L.jpg,1,2,2,согласие
1966_06,64,1966/06/IMG_0135_2R.jpg,2,2,2,согласие
1966_06,65,1966/06/IMG_0136_1L.jpg,1,1,1,согласие
1966_06,67,1966/06/IMG_0137_1L.jpg,2,2,2,согласие
1966_06,68,1966/06/IMG_0137_2R.jpg,1,1,1,согласие
1966_06,81,1966/06/IMG_0144_1L.jpg,1,1,1,согласие
1966_06,83,1966/06/IMG_0145_1L.jpg,1,1,1,согласие
1966_06,85,1966/06/IMG_0146_1L.jpg,1,1,1,согласие
1966_06,86,1966/06/IMG_0146_2R.jpg,1,1,0,новый потерял
1966_06,90,1966/06/IMG_0148_2R.jpg,1,1,1,согласие
1966_06,97,1966/06/IMG_0152_1L.jpg,0,1,0,убранный шум
1967_01,18,1967/01/IMG_0012_2R.jpg,1,1,1,согласие
1967_01,28,1967/01/IMG_0017_2R.jpg,1,1,1,согласие
1967_01,32,1967/01/IMG_0019_2R.jpg,1,1,1,согласие
1967_01,38,1967/01/IMG_0022_2R.jpg,2,2,2,согласие
1967_01,47,1967/01/IMG_0027_1L.jpg,1,1,1,согласие
1967_01,61,1967/01/IMG_0034_1L.jpg,1,1,1,согласие
1967_01,81,1967/01/IMG_0044_1L.jpg,1,2,2,согласие
1967_01,82,1967/01/IMG_0044_2R.jpg,1,1,1,согласие
1967_01,97,1967/01/IMG_0052_1L.jpg,0,1,0,убранный шум
1967_02,55,1967/02/IMG_0081_1L.jpg,2,2,2,согласие
1967_02,56,1967/02/IMG_0081_2R.jpg,1,1,1,согласие
1967_02,74,1967/02/IMG_0091_2R.jpg,0,1,1,пропуск FineReader
1967_02,75,1967/02/IMG_0092_1L.jpg,0,1,1,пропуск FineReader
1967_02,97,1967/02/IMG_0103_1L.jpg,0,1,0,убранный шум
1967_03,7,1967/03/IMG_0108_1L.jpg,1,1,1,согласие
1967_03,8,1967/03/IMG_0108_2R.jpg,1,1,1,согласие
1967_03,9,1967/03/IMG_0109_1L.jpg,1,1,0,новый потерял
1967_03,11,1967/03/IMG_0110_1L.jpg,1,1,1,согласие
1967_03,12,1967/03/IMG_0110_2R.jpg,1,1,1,согласие
1967_03,13,1967/03/IMG_0111_1L.jpg,1,1,1,согласие
1967_03,70,1967/03/IMG_0139_2R.jpg,2,2,2,согласие
1967_03,71,1967/03/IMG_0140_1L.jpg,1,1,1,согласие
1967_03,72,1967/03/IMG_0140_2R.jpg,1,1,1,согласие
1967_03,74,1967/03/IMG_0141_2R.jpg,1,1,1,согласие
1967_03,77,1967/03/IMG_0143_1L.jpg,1,0,0,оба не увидели
1967_04,20,1967/04/IMG_0013_2R.jpg,1,1,1,согласие
1967_04,24,1967/04/IMG_0015_2R.jpg,1,1,1,согласие
1967_04,25,1967/04/IMG_0016_1L.jpg,1,2,2,согласие
1967_04,65,1967/04/IMG_0036_1L.jpg,1,1,1,согласие
1967_05,18,1967/05/IMG_0062_1L.jpg,1,1,1,согласие
1967_05,57,1967/05/IMG_0081_2R.jpg,1,1,1,согласие
1967_05,58,1967/05/IMG_0082_1L.jpg,1,0,0,оба не увидели
1967_05,70,1967/05/IMG_0088_1L.jpg,1,1,1,согласие
1967_05,71,1967/05/IMG_0088_2R.jpg,2,2,2,согласие
1967_05,76,1967/05/IMG_0091_1L.jpg,0,1,1,пропуск FineReader
1967_05,77,1967/05/IMG_0091_2R.jpg,1,1,1,согласие
1967_05,78,1967/05/IMG_0092_1L.jpg,0,1,1,пропуск FineReader
1967_05,79,1967/05/IMG_0092_2R.jpg,1,1,1,согласие
1967_05,80,1967/05/IMG_0093_1L.jpg,1,1,1,согласие
1967_05,98,1967/05/IMG_0102_1L.jpg,0,1,0,убранный шум
1967_06,4,1967/06/IMG_0105_2R.jpg,1,2,2,согласие
1967_06,22,1967/06/IMG_0114_2R.jpg,1,1,1,согласие
1967_06,32,1967/06/IMG_0119_2R.jpg,2,2,2,согласие
1967_06,33,1967/06/IMG_0120_1L.jpg,1,1,1,согласие
1967_06,34,1967/06/IMG_0120_2R.jpg,1,1,1,согласие
1967_06,36,1967/06/IMG_0121_2R.jpg,1,1,1,согласие
1967_06,38,1967/06/IMG_0122_2R.jpg,1,1,1,согласие
1967_06,49,1967/06/IMG_0128_1L.jpg,3,1,1,согласие
1967_06,51,1967/06/IMG_0129_1L.jpg,1,1,1,согласие
1967_06,69,1967/06/IMG_0138_1L.jpg,1,1,1,согласие
1967_06,70,1967/06/IMG_0138_2R.jpg,1,1,1,согласие
1967_06,71,1967/06/IMG_0139_1L.jpg,2,2,2,согласие
1967_06,75,1967/06/IMG_0141_1L.jpg,1,1,1,согласие
1967_06,76,1967/06/IMG_0141_2R.jpg,1,1,1,согласие
1967_06,77,1967/06/IMG_0142_1L.jpg,1,1,1,согласие
1967_06,85,1967/06/IMG_0146_1L.jpg,1,1,1,согласие
1967_06,87,1967/06/IMG_0147_1L.jpg,1,1,1,согласие
1967_06,97,1967/06/IMG_0152_1L.jpg,0,1,0,убранный шум
1967_07,2,1967/07/IMG_0004_2R.jpg,0,2,0,убранный шум
1967_07,67,1967/07/IMG_0037_1L.jpg,1,0,0,оба не увидели
1967_07,69,1967/07/IMG_0038_1L.jpg,1,1,1,согласие
1967_07,73,1967/07/IMG_0040_1L.jpg,1,1,1,согласие
1967_07,80,1967/07/IMG_0043_2R.jpg,1,0,0,оба не увидели
1967_07,81,1967/07/IMG_0044_1L.jpg,2,0,0,оба не увидели
1967_07,82,1967/07/IMG_0044_2R.jpg,0,1,1,пропуск FineReader
1967_07,89,1967/07/IMG_0048(1)_1L.jpg,1,1,1,согласие
1967_08,3,1967/08/IMG_0055_1L.jpg,1,1,1,согласие
1967_08,10,1967/08/IMG_0058_2R.jpg,2,2,2,согласие
1967_08,11,1967/08/IMG_0059_1L.jpg,1,1,1,согласие
1967_08,13,1967/08/IMG_0060_1L.jpg,1,1,1,согласие
1967_08,97,1967/08/IMG_0102_1L.jpg,0,1,0,убранный шум
1967_09,43,1967/09/IMG_0125_1L.jpg,1,1,1,согласие
1967_09,51,1967/09/IMG_0130_1L.jpg,1,1,1,согласие
1967_09,52,1967/09/IMG_0130_2R.jpg,1,1,1,согласие
1967_09,54,1967/09/IMG_0131_2R.jpg,1,1,1,согласие
1967_09,56,1967/09/IMG_0132_2R.jpg,1,1,1,согласие
1967_09,86,1967/09/IMG_0147_2R.jpg,1,1,1,согласие
1967_09,94,1967/09/IMG_0151_2R.jpg,1,1,1,согласие
1967_10,3,1967/10/IMG_0004_2R.jpg,0,1,0,убранный шум
1967_10,35,1967/10/IMG_0021_2R.jpg,1,1,1,согласие
1967_10,36,1967/10/IMG_0022_1L.jpg,1,1,1,согласие
1967_10,55,1967/10/IMG_0031_2R.jpg,1,1,1,согласие
1967_10,56,1967/10/IMG_0032_1L.jpg,1,1,1,согласие
1967_10,58,1967/10/IMG_0033_1L.jpg,1,1,1,согласие
1967_10,74,1967/10/IMG_0041.jpg,5,0,0,оба не увидели
1967_11,34,1967/11/IMG_0069_1L.jpg,1,1,1,согласие
1967_11,35,1967/11/IMG_0069_2R.jpg,1,1,1,согласие
1967_11,36,1967/11/IMG_0070_1L.jpg,1,1,1,согласие
1967_11,37,1967/11/IMG_0070_2R.jpg,1,1,1,согласие
1967_11,57,1967/11/IMG_0080_2R.jpg,2,2,2,согласие
1967_11,58,1967/11/IMG_0081_1L.jpg,1,1,1,согласие
1967_11,73,1967/11/IMG_0088_2R.jpg,2,2,2,согласие
1967_11,90,1967/11/IMG_0097_1L.jpg,1,1,1,согласие
1967_11,97,1967/11/IMG_0100_2R.jpg,0,1,0,убранный шум
1967_11,98,1967/11/IMG_0101_1L.jpg,0,1,0,убранный шум
1967_12,14,1967/12/IMG_0109_1L.jpg,1,1,1,согласие
1967_12,45,1967/12/IMG_0124_2R.jpg,1,0,0,оба не увидели
1967_12,57,1967/12/IMG_0130_2R.jpg,1,1,1,согласие
1967_12,59,1967/12/IMG_0131_2R.jpg,1,1,1,согласие
1967_12,60,1967/12/IMG_0132_1L.jpg,1,0,0,оба не увидели
1967_12,61,1967/12/IMG_0132_2R.jpg,1,1,1,согласие
1967_12,89,1967/12/IMG_0146_2R.jpg,1,0,0,оба не увидели
1967_12,90,1967/12/IMG_0147_1L.jpg,1,0,0,оба не увидели
1967_12,94,1967/12/IMG_0149_1L.jpg,1,0,0,оба не увидели
1968_01,31,1968/01/IMG_0020_1L.jpg,1,1,1,согласие
1968_01,75,1968/01/IMG_0042_1L.jpg,1,2,2,согласие
1968_02,7,1968/02/IMG_0059_1L.jpg,1,1,1,согласие
1968_02,16,1968/02/IMG_0063_2R.jpg,1,1,1,согласие
1968_02,26,1968/02/IMG_0068_2R.jpg,1,0,0,оба не увидели
1968_02,27,1968/02/IMG_0069_1L.jpg,1,0,0,оба не увидели
1968_02,29,1968/02/IMG_0070_1L.jpg,1,0,0,оба не увидели
1968_02,67,1968/02/IMG_0089_1L.jpg,2,2,2,согласие
1968_02,69,1968/02/IMG_0090_1L.jpg,0,1,1,пропуск FineReader
1968_02,76,1968/02/IMG_0093_2R.jpg,1,2,1,согласие
1968_02,77,1968/02/IMG_0094_1L.jpg,0,2,0,убранный шум
1968_02,79,1968/02/IMG_0095_1L.jpg,0,1,1,пропуск FineReader
1968_02,86,1968/02/IMG_0098_2R.jpg,1,1,1,согласие
1968_02,87,1968/02/IMG_0099_1L.jpg,1,1,1,согласие
1968_02,88,1968/02/IMG_0099_2R.jpg,2,2,2,согласие
1968_03,6,1968/03/IMG_0107_1L.jpg,1,1,1,согласие
1968_03,12,1968/03/IMG_0110_1L.jpg,1,1,1,согласие
1968_03,15,1968/03/IMG_0111_2R.jpg,1,1,1,согласие
1968_03,17,1968/03/IMG_0112_2R.jpg,0,2,0,убранный шум
1968_03,21,1968/03/IMG_0114_2R.jpg,0,1,1,пропуск FineReader
1968_03,22,1968/03/IMG_0115_1L.jpg,1,1,1,согласие
1968_03,31,1968/03/IMG_0119_2R.jpg,1,1,1,согласие
1968_03,37,1968/03/IMG_0122_2R.jpg,0,1,1,пропуск FineReader
1968_03,38,1968/03/IMG_0123_1L.jpg,1,1,1,согласие
1968_03,50,1968/03/IMG_0129_1L.jpg,1,1,1,согласие
1968_03,59,1968/03/IMG_0133_2R.jpg,0,1,0,убранный шум
1968_03,60,1968/03/IMG_0134_1L.jpg,0,1,0,убранный шум
1968_03,61,1968/03/IMG_0134_2R.jpg,0,1,0,убранный шум
1968_03,67,1968/03/IMG_0137_2R.jpg,1,1,1,согласие
1968_03,70,1968/03/IMG_0139_1L.jpg,1,1,1,согласие
1968_03,79,1968/03/IMG_0143_2R.jpg,2,2,2,согласие
1968_03,86,1968/03/IMG_0147_1L.jpg,1,1,1,согласие
1968_03,88,1968/03/IMG_0148_1L.jpg,1,1,1,согласие
1968_03,93,1968/03/IMG_0150_2R.jpg,1,1,1,согласие
1968_04,21,1968/04/IMG_0014_1L.jpg,1,1,1,согласие
1968_04,25,1968/04/IMG_0016_1L.jpg,1,1,1,согласие
1968_04,26,1968/04/IMG_0016_2R.jpg,1,1,1,согласие
1968_04,27,1968/04/IMG_0017_1L.jpg,1,1,1,согласие
1968_04,28,1968/04/IMG_0017_2R.jpg,1,1,1,согласие
1968_04,34,1968/04/IMG_0020_2R.jpg,4,1,1,согласие
1968_04,36,1968/04/IMG_0021_2R.jpg,1,1,1,согласие
1968_04,37,1968/04/IMG_0022_1L.jpg,1,1,1,согласие
1968_04,38,1968/04/IMG_0022_2R.jpg,1,1,1,согласие
1968_04,39,1968/04/IMG_0023_1L.jpg,1,1,0,новый потерял
1968_04,40,1968/04/IMG_0023_2R.jpg,0,1,1,пропуск FineReader
1968_04,71,1968/04/IMG_0039_1L.jpg,1,1,1,согласие
1968_05,55,1968/05/IMG_0080_2R.jpg,0,1,1,пропуск FineReader
1968_05,60,1968/05/IMG_0083_1L.jpg,1,1,1,согласие
1968_05,61,1968/05/IMG_0083_2R.jpg,3,1,1,согласие
1968_05,63,1968/05/IMG_0084_2R.jpg,1,1,1,согласие
1968_05,64,1968/05/IMG_0085_1L.jpg,1,1,1,согласие
1968_05,65,1968/05/IMG_0085_2R.jpg,1,1,1,согласие
1968_05,66,1968/05/IMG_0086_1L.jpg,1,0,0,оба не увидели
1968_05,71,1968/05/IMG_0088_2R.jpg,2,2,2,согласие
1968_05,72,1968/05/IMG_0089_1L.jpg,3,3,3,согласие
1968_05,73,1968/05/IMG_0089_2R.jpg,1,1,1,согласие
1968_05,74,1968/05/IMG_0090_1L.jpg,2,2,2,согласие
1968_05,77,1968/05/IMG_0091_2R.jpg,1,1,1,согласие
1968_05,93,1968/05/IMG_0099_2R.jpg,1,1,1,согласие
1968_06,6,1968/06/IMG_0105_2R.jpg,1,1,1,согласие
1968_06,28,1968/06/IMG_0116_2R.jpg,1,1,1,согласие
1968_06,29,1968/06/IMG_0117_1L.jpg,1,1,1,согласие
1968_06,30,1968/06/IMG_0117_2R.jpg,1,1,1,согласие
1968_06,38,1968/06/IMG_0122_2R.jpg,1,1,1,согласие
1968_06,39,1968/06/IMG_0123_1L.jpg,1,1,1,согласие
1968_06,43,1968/06/IMG_0124_1_1L.jpg,1,1,1,согласие
1968_06,44,1968/06/IMG_0124_1_2R.jpg,1,1,1,согласие
1968_06,47,1968/06/IMG_0126_1L.jpg,0,1,1,пропуск FineReader
1968_06,61,1968/06/IMG_0133_1L.jpg,1,1,1,согласие
1968_06,65,1968/06/IMG_0135_1L.jpg,1,1,1,согласие
1968_06,67,1968/06/IMG_0136_1L.jpg,1,1,1,согласие
1968_06,77,1968/06/IMG_0141_1L.jpg,1,1,1,согласие
1968_06,78,1968/06/IMG_0141_2R.jpg,1,1,1,согласие
1968_06,79,1968/06/IMG_0142_1L.jpg,1,1,1,согласие
1968_06,81,1968/06/IMG_0143_1L.jpg,2,2,2,согласие
1968_06,82,1968/06/IMG_0143_2R.jpg,1,1,1,согласие
1968_06,83,1968/06/IMG_0144_1L.jpg,2,2,2,согласие
1968_06,85,1968/06/IMG_0145_1L.jpg,1,1,1,согласие
1968_07,23,1968/07/IMG_0014_2R.jpg,1,1,1,согласие
1968_07,48,1968/07/IMG_0027_1L.jpg,1,1,1,согласие
1968_07,63,1968/07/IMG_0034_2R.jpg,1,1,1,согласие
1968_07,67,1968/07/IMG_0036_2R.jpg,0,1,0,убранный шум
1968_07,76,1968/07/IMG_0041_1L.jpg,1,1,1,согласие
1968_09,80,1968/09/IMG_0143_2R.jpg,1,1,1,согласие
1968_09,85,1968/09/IMG_0146_1L.jpg,1,1,1,согласие
1968_10,6,1968/10/IMG_0006_2R.jpg,1,1,1,согласие
1968_10,9,1968/10/IMG_0008_1L.jpg,1,1,1,согласие
1968_10,14,1968/10/IMG_0010_2R.jpg,1,1,1,согласие
1968_10,18,1968/10/IMG_0012_2R.jpg,1,1,1,согласие
1968_10,62,1968/10/IMG_0034_2R.jpg,1,1,1,согласие
1968_11,29,1968/11/IMG_0068_1L.jpg,1,0,0,оба не увидели
1968_12,20,1968/12/IMG_0113_2R.jpg,2,2,2,согласие
1968_12,36,1968/12/IMG_0121_2R.jpg,1,1,1,согласие
1968_12,70,1968/12/IMG_0138_2R.jpg,0,1,0,убранный шум
1968_12,75,1968/12/IMG_0141_1L.jpg,1,1,1,согласие
1968_12,76,1968/12/IMG_0141_2R.jpg,1,1,1,согласие
1968_12,92,1968/12/IMG_0149_2R.jpg,1,0,0,оба не увидели
1968_12,93,1968/12/IMG_0150_1L.jpg,1,0,0,оба не увидели
1968_12,94,1968/12/IMG_0150_2R.jpg,1,0,0,оба не увидели
1969_01,15,1969/01/IMG_0011_1L.jpg,1,1,1,согласие
1969_01,16,1969/01/IMG_0011_2R.jpg,1,1,1,согласие
1969_01,17,1969/01/IMG_0012_1L.jpg,1,1,1,согласие
1969_01,22,1969/01/IMG_0014_2R.jpg,1,1,1,согласие
1969_01,23,1969/01/IMG_0015_1L.jpg,1,1,1,согласие
1969_01,31,1969/01/IMG_0019_1L.jpg,2,1,1,согласие
1969_01,41,1969/01/IMG_0024_1L.jpg,1,1,1,согласие
1969_01,44,1969/01/IMG_0025_2R.jpg,2,2,2,согласие
1969_01,45,1969/01/IMG_0026_1L.jpg,1,1,1,согласие
1969_01,46,1969/01/IMG_0026_2R.jpg,1,1,1,согласие
1969_01,77,1969/01/IMG_0042_1L.jpg,1,1,1,согласие
1969_01,78,1969/01/IMG_0042_2R.jpg,1,0,0,оба не увидели
1969_01,82,1969/01/IMG_0044_2R.jpg,1,1,1,согласие
1969_01,83,1969/01/IMG_0045_1L.jpg,1,1,1,согласие
1969_01,85,1969/01/IMG_0046_1L.jpg,1,1,1,согласие
1969_02,14,1969/02/IMG_0060_2R.jpg,1,1,1,согласие
1969_02,18,1969/02/IMG_0062_2R.jpg,1,1,1,согласие
1969_02,19,1969/02/IMG_0063_1L.jpg,1,1,1,согласие
1969_02,26,1969/02/IMG_0066_2R.jpg,1,1,1,согласие
1969_02,27,1969/02/IMG_0067_1L.jpg,1,1,1,согласие
1969_02,35,1969/02/IMG_0071_1L.jpg,1,1,1,согласие
1969_02,39,1969/02/IMG_0073_1L.jpg,0,1,0,убранный шум
1969_02,40,1969/02/IMG_0073_2R.jpg,1,2,1,согласие
1969_02,41,1969/02/IMG_0074_1L.jpg,0,1,0,убранный шум
1969_02,42,1969/02/IMG_0074_2R.jpg,0,1,0,убранный шум
1969_02,43,1969/02/IMG_0075_1L.jpg,2,2,1,согласие
1969_02,44,1969/02/IMG_0075_2R.jpg,1,1,1,согласие
1969_02,55,1969/02/IMG_0081_1L.jpg,1,1,1,согласие
1969_02,70,1969/02/IMG_0088_2R.jpg,1,0,0,оба не увидели
1969_03,10,1969/03/IMG_0108_2R.jpg,1,1,1,согласие
1969_03,12,1969/03/IMG_0109_2R.jpg,1,1,1,согласие
1969_03,71,1969/03/IMG_0139_1L.jpg,0,1,0,убранный шум
1969_03,78,1969/03/IMG_0142_2R.jpg,0,1,0,убранный шум
1969_03,85,1969/03/IMG_0146_1L.jpg,1,1,1,согласие
1969_04,40,1969/04/IMG_0024_2R.jpg,1,1,1,согласие
1969_04,41,1969/04/IMG_0025_1L.jpg,0,1,0,убранный шум
1969_04,80,1969/04/IMG_0044_2R.jpg,1,1,1,согласие
1969_04,81,1969/04/IMG_0045_1L.jpg,0,1,0,убранный шум
1969_05,10,1969/05/IMG_0059_2R.jpg,1,1,1,согласие
1969_05,29,1969/05/IMG_0069_1L.jpg,1,1,1,согласие
1969_05,30,1969/05/IMG_0069_2R.jpg,2,2,2,согласие
1969_05,34,1969/05/IMG_0071_2R.jpg,1,1,1,согласие
1969_05,50,1969/05/IMG_0079_2R.jpg,1,1,1,согласие
1969_05,52,1969/05/IMG_0080_2R.jpg,1,1,1,согласие
1969_05,77,1969/05/IMG_0093_1L.jpg,1,1,1,согласие
1969_05,78,1969/05/IMG_0093_2R.jpg,1,1,1,согласие
1969_05,84,1969/05/IMG_0096_2R.jpg,1,1,1,согласие
1969_06,7,1969/06/IMG_0108_1L.jpg,1,1,1,согласие
1969_06,19,1969/06/IMG_0114_1L.jpg,1,1,1,согласие
1969_06,30,1969/06/IMG_0119_2R.jpg,1,1,1,согласие
1969_06,39,1969/06/IMG_0124_1L.jpg,1,1,1,согласие
1969_06,40,1969/06/IMG_0124_2R.jpg,0,1,1,пропуск FineReader
1969_06,44,1969/06/IMG_0126_2R.jpg,0,1,1,пропуск FineReader
1969_06,58,1969/06/IMG_0133_2R.jpg,1,1,1,согласие
1969_06,60,1969/06/IMG_0134_2R.jpg,0,1,1,пропуск FineReader
1969_06,61,1969/06/IMG_0135_1L.jpg,0,1,1,пропуск FineReader
1969_06,62,1969/06/IMG_0135_2R.jpg,3,1,1,согласие
1969_06,65,1969/06/IMG_0137_1L.jpg,1,1,1,согласие
1969_06,67,1969/06/IMG_0138_1L.jpg,1,1,0,новый потерял
1969_06,68,1969/06/IMG_0138_2R.jpg,1,1,1,согласие
1969_07,13,1969/07/IMG_0010_1L.jpg,1,1,1,согласие
1969_07,14,1969/07/IMG_0010_2R.jpg,1,0,0,оба не увидели
1969_07,48,1969/07/IMG_0027_2R.jpg,0,1,0,убранный шум
1969_08,25,1969/08/IMG_0066_1L.jpg,0,1,1,пропуск FineReader
1969_08,26,1969/08/IMG_0066_2R.jpg,2,1,1,согласие
1969_08,28,1969/08/IMG_0067_2R.jpg,1,1,1,согласие
1969_08,40,1969/08/IMG_0073_2R.jpg,1,1,1,согласие
1969_08,41,1969/08/IMG_0074_1L.jpg,1,1,1,согласие
1969_08,53,1969/08/IMG_0080_1L.jpg,0,1,1,пропуск FineReader
1969_08,54,1969/08/IMG_0080_2R.jpg,2,2,2,согласие
1969_08,55,1969/08/IMG_0081_1L.jpg,3,0,0,оба не увидели
1969_08,56,1969/08/IMG_0081_2R.jpg,3,3,3,согласие
1969_08,57,1969/08/IMG_0082_1L.jpg,2,2,2,согласие
1969_11,11,1969/11/IMG_0056_2R.jpg,2,2,2,согласие
1969_11,12,1969/11/IMG_0057_1L.jpg,1,1,1,согласие
1969_11,14,1969/11/IMG_0058_1L.jpg,1,1,1,согласие
1969_11,15,1969/11/IMG_0058_2R.jpg,1,1,1,согласие
1969_11,38,1969/11/IMG_0070_1L.jpg,1,0,0,оба не увидели
1969_11,52,1969/11/IMG_0077_1L.jpg,1,1,1,согласие
1969_11,62,1969/11/IMG_0082_1L.jpg,1,1,1,согласие
1969_11,63,1969/11/IMG_0082_2R.jpg,1,1,1,согласие
1969_11,66,1969/11/IMG_0084_1L.jpg,0,2,1,пропуск FineReader
1969_11,69,1969/11/IMG_0085_2R.jpg,1,1,1,согласие
1969_11,70,1969/11/IMG_0086_1L.jpg,1,1,1,согласие
1969_11,92,1969/11/IMG_0097_1L.jpg,1,1,1,согласие
1969_12,51,1969/12/IMG_0126_2R.jpg,1,1,1,согласие
1969_12,54,1969/12/IMG_0128_1L.jpg,1,1,1,согласие
1969_12,55,1969/12/IMG_0128_2R.jpg,2,1,1,согласие
1969_12,93,1969/12/IMG_0147_2R.jpg,1,0,0,оба не увидели
1969_12,96,1969/12/IMG_0149_1L.jpg,1,0,0,оба не увидели
1970_01,16,1970/01/IMG_0011_2R.jpg,1,1,1,согласие
1970_01,17,1970/01/IMG_0012_1L.jpg,1,1,1,согласие
1970_01,18,1970/01/IMG_0012_2R.jpg,0,1,0,убранный шум
1970_01,19,1970/01/IMG_0013_1L.jpg,1,1,1,согласие
1970_01,79,1970/01/IMG_0043_1L.jpg,0,1,0,убранный шум
1970_01,82,1970/01/IMG_0044_2R.jpg,0,2,0,убранный шум
1970_01,83,1970/01/IMG_0045_1L.jpg,0,2,0,убранный шум
1970_01,84,1970/01/IMG_0045_2R.jpg,0,1,0,убранный шум
1970_02,11,1970/02/IMG_0059_1L.jpg,1,1,1,согласие
